topic,model,condition,condition_label,word_count,relevance,reason,error_records,minor,major,erroneous_units,assessed_units,uncertain_units,skipped_units,error_details,report
redox reactions,llama-4-maverick,English prompt / English response,English prompt / English response,523,on_topic,"The response directly and clearly explains redox reactions, covering electron transfer, definitions of oxidation and reduction, oxidation states, and real-world applications.",0,0,0,0,10,0,0,[],ch-4_redox_reactions/english/evaluation/llama-4-maverick__1420345e3485/results.md
redox reactions,grok-4.3,Arabic prompt / Arabic response,Arabic prompt / Arabic response,391,on_topic,"The explanation directly covers redox reactions, including definitions of oxidation and reduction, worked chemical examples, oxidizing and reducing agents, oxidation number rules, and everyday redox phenomena.",2,2,0,2,12,0,0,"[{'content_unit_id': 'u8', 'content_unit_label': 'Combustion of wood or fuel in daily life', 'passage_ids': ['p47'], 'description': ""The passage categorizes combustion as purely 'أكسدة' (oxidation) rather than an oxidation-reduction (redox) reaction, even though oxygen is simultaneously reduced."", 'correction': 'Combustion is a complete oxidation-reduction reaction (أكسدة-اختزال), in which carbon/fuel is oxidized and oxygen gas is reduced.', 'severity': 'minor'}, {'content_unit_id': 'u10', 'content_unit_label': 'Photosynthesis in daily life table', 'passage_ids': ['p49'], 'description': ""Photosynthesis is listed with reaction type 'اختزال' (reduction) instead of 'أكسدة-اختزال' (redox), omitting that water is oxidized to oxygen during the process."", 'correction': 'Photosynthesis is an overall oxidation-reduction (redox) process, where water is oxidized to O2 and carbon dioxide is reduced to carbohydrates.', 'severity': 'minor'}]",ch-4_redox_reactions/arabic-native/evaluation/grok-4.3__e5ce7f93f7d5/results.md
redox reactions,grok-4.3,Bengali prompt / Bengali response,Bengali prompt / Bengali response,327,on_topic,"The response clearly and thoroughly explains redox reactions (oxidation, reduction, oxidation states, agents, and examples) in Bengali as requested.",0,0,0,0,11,0,0,[],ch-4_redox_reactions/bengali-native/evaluation/grok-4.3__a364b2c70b65/results.md
redox reactions,llama-4-maverick,Bengali prompt / Bengali response,Bengali prompt / Bengali response,171,on_topic,"The response directly and accurately explains redox reactions, the concepts of oxidation and reduction in terms of electron transfer, provides a worked chemical example, and lists practical applications.",0,0,0,0,3,0,0,[],ch-4_redox_reactions/bengali-native/evaluation/llama-4-maverick__145faf6eddee/results.md
redox reactions,claude-sonnet-5,Bengali prompt / Bengali response,Bengali prompt / Bengali response,338,on_topic,"The entire response directly addresses redox (oxidation-reduction) reactions, covering definitions, electron transfer mechanisms, oxidation states, agents, real-life examples, and practice.",0,0,0,0,14,0,0,[],ch-4_redox_reactions/bengali-native/evaluation/claude-sonnet-5__cb8795cb0842/results.md
redox reactions,grok-4.3,English prompt / Bengali response,English prompt / Bengali response,238,on_topic,"The response directly explains redox reactions in Bengali, including the definitions of oxidation and reduction, worked chemical examples, oxidation number determination rules, real-world applications, and a summary.",0,0,0,0,12,0,0,[],ch-4_redox_reactions/bengali-english/evaluation/grok-4.3__30c288d8d78c/results.md
redox reactions,gemini-3.8-flash,Bengali prompt / Bengali response,Bengali prompt / Bengali response,470,on_topic,"The response explains redox reactions in Bengali for a high school student, covering definitions, an illustrative example with sodium chloride, definitions of oxidizing and reducing agents, everyday examples, and memory tricks.",0,0,0,0,10,0,0,[],ch-4_redox_reactions/bengali-native/evaluation/gemini-3.8-flash__67d4cf2eaec6/results.md
redox reactions,gpt-5.6-terra,Bengali prompt / Bengali response,Bengali prompt / Bengali response,433,on_topic,"The entire response is focused on explaining redox reactions, including the definitions of oxidation and reduction, half-reactions, oxidizing and reducing agents, mnemonics, oxidation numbers, and everyday examples.",0,0,0,0,15,0,0,[],ch-4_redox_reactions/bengali-native/evaluation/gpt-5.6-terra__85829021c9df/results.md
redox reactions,claude-sonnet-5,English prompt / Bengali response,English prompt / Bengali response,263,on_topic,"The response directly and thoroughly explains redox reactions in Bengali, covering definitions, electron-transfer mechanisms, mnemonics, worked reaction examples, oxidation number methods, and everyday applications.",1,1,0,1,11,0,0,"[{'content_unit_id': 'u10', 'content_unit_label': 'Everyday Example: Rusting of Iron', 'passage_ids': ['p49'], 'description': ""The equation given for rusting, 'Fe + O₂ → Fe₂O₃', is unbalanced and chemically incomplete because rusting requires both moisture (water) and oxygen to form hydrated iron(III) oxide (Fe₂O₃·nH₂O)."", 'correction': 'Rusting requires both oxygen and moisture: 4Fe + 3O₂ + 2xH₂O → 2Fe₂O₃·xH₂O (or at minimum 4Fe + 3O₂ → 2Fe₂O₃ with mention of moisture).', 'severity': 'minor'}]",ch-4_redox_reactions/bengali-english/evaluation/claude-sonnet-5__e8861d78e0ef/results.md
redox reactions,llama-4-maverick,English prompt / French response,English prompt / French response,456,on_topic,"The response directly explains redox reactions in French, covering the definition of redox processes, the individual concepts of oxidation and reduction, a concrete worked example with zinc and copper, and criteria for identifying redox reactions.",0,0,0,0,4,0,0,[],ch-4_redox_reactions/french-english/evaluation/llama-4-maverick__a1fc6d0bd16f/results.md
redox reactions,grok-4.3,English prompt / French response,English prompt / French response,393,on_topic,"The response provides a comprehensive and clear explanation of redox reactions in French, covering definitions, half-reactions, oxidizing and reducing agents, oxidation numbers, and concrete examples.",0,0,0,0,9,0,0,[],ch-4_redox_reactions/french-english/evaluation/grok-4.3__25cab2c1927c/results.md
redox reactions,gpt-5.6-terra,English prompt / Bengali response,English prompt / Bengali response,481,on_topic,"The response provides a comprehensive and accurate high school level explanation of redox reactions in Bengali, covering definitions, electron-transfer mechanisms, half-reactions, oxidizing and reducing agents, oxidation number changes, and everyday real-world examples.",0,0,0,0,19,0,0,[],ch-4_redox_reactions/bengali-english/evaluation/gpt-5.6-terra__7ef140902a8f/results.md
redox reactions,llama-4-maverick,French prompt / French response,French prompt / French response,404,on_topic,"The response directly and accurately explains redox reactions, their core definitions (oxidation and reduction), an illustrative reaction between zinc and copper, identification methods using oxidation states, real-world applications, and a closing summary.",0,0,0,0,8,0,0,[],ch-4_redox_reactions/french-native/evaluation/llama-4-maverick__0dbc232cd51c/results.md
redox reactions,gemini-3.8-flash,English prompt / French response,English prompt / French response,503,on_topic,"The response directly and comprehensively explains redox reactions, covering definitions of oxidation and reduction, oxidizing and reducing agents, a worked chemical equation example, everyday applications, and a summary table.",1,1,0,1,8,0,0,"[{'content_unit_id': 'u4', 'content_unit_label': 'Displacement reaction between zinc metal and copper(II) ions', 'passage_ids': ['p29'], 'description': ""The text states 'le cuivre est l'oxydant' in passage p29, whereas the oxidant participating in this half-reaction is the copper(II) ion (Cu2+), not copper metal (Cu)."", 'correction': ""L'ion cuivre (Cu2+) est l'oxydant (le cuivre métallique Cu étant le réducteur conjugué formé)."", 'severity': 'minor'}]",ch-4_redox_reactions/french-english/evaluation/gemini-3.8-flash__600c0e408398/results.md
redox reactions,claude-sonnet-5,English prompt / French response,English prompt / French response,203,on_topic,"The response directly and comprehensively explains redox reactions in French, covering definitions, half-reactions, redox couples, balancing procedure with a worked example, a summary recap, and practical applications.",0,0,0,0,10,0,0,[],ch-4_redox_reactions/french-english/evaluation/claude-sonnet-5__2e5db42cd5aa/results.md
redox reactions,claude-sonnet-5,French prompt / French response,French prompt / French response,247,on_topic,"The explanation directly covers redox reactions, defining electron transfer, oxidation and reduction, redox couples, a worked concrete example, the simultaneity principle, and a comprehension check.",0,0,0,0,8,0,0,[],ch-4_redox_reactions/french-native/evaluation/claude-sonnet-5__9b36d38d9082/results.md
redox reactions,gpt-5.6-terra,English prompt / Hindi response,English prompt / Hindi response,481,on_topic,"The response provides an accurate and comprehensive high-school level explanation of redox reactions in Hindi, including definitions of oxidation and reduction, electron transfer, oxidation states, mnemonics, worked reaction examples, oxidising/reducing agents, a summary table, and a real-world example.",0,0,0,0,12,0,0,[],ch-4_redox_reactions/hindi-english/evaluation/gpt-5.6-terra__fdcbe7b8b6b2/results.md
redox reactions,gpt-5.6-terra,English prompt / French response,English prompt / French response,534,on_topic,"The response provides an accurate and comprehensive explanation of redox reactions in French, covering core definitions, oxidizing and reducing agents, worked examples, oxidation numbers, balancing procedures, real-world applications, and summary points.",0,0,0,0,15,0,0,[],ch-4_redox_reactions/french-english/evaluation/gpt-5.6-terra__8f38a52ddcfc/results.md
redox reactions,gemini-3.8-flash,French prompt / French response,French prompt / French response,672,on_topic,"The response accurately and comprehensively explains redox reactions, covering fundamental definitions of oxidants and reductants, oxidation and reduction processes, balancing redox equations, a worked laboratory example, and real-world everyday applications.",0,0,0,0,11,0,0,[],ch-4_redox_reactions/french-native/evaluation/gemini-3.8-flash__e96a078f8342/results.md
redox reactions,llama-4-maverick,English prompt / Hindi response,English prompt / Hindi response,296,on_topic,"The response directly and accurately explains redox reactions in Hindi, covering definitions of oxidation and reduction, an illustrative example with sodium and chlorine, identification criteria, and a summary.",0,0,0,0,5,0,0,[],ch-4_redox_reactions/hindi-english/evaluation/llama-4-maverick__b4e010872283/results.md
redox reactions,grok-4.3,French prompt / French response,French prompt / French response,454,on_topic,"The text provides a comprehensive and accessible explanation of redox reactions for a high school audience, covering definitions, electron transfers, oxidizing and reducing agents, oxidation numbers, half-reactions, and everyday examples.",0,0,0,0,13,0,0,[],ch-4_redox_reactions/french-native/evaluation/grok-4.3__b45976264ce4/results.md
redox reactions,claude-sonnet-5,English prompt / Tamil response,English prompt / Tamil response,298,on_topic,"The text thoroughly explains redox reactions in Tamil, covering definition, electron transfer, oxidation numbers, oxidizing and reducing agents, examples, everyday applications, and practice questions.",0,0,0,0,12,0,0,[],ch-4_redox_reactions/tamil-english/evaluation/claude-sonnet-5__24ffc2a278c9/results.md
