topic,model,condition,language,prompt_type,category,unit_count,mean_unit_words
ch-7_vapour_phase_refining,gemini-3.8-flash,french-english,French,english,ANALOGY,1,88
ch-7_vapour_phase_refining,gemini-3.8-flash,french-english,French,english,STUDY_SUPPORT,1,53
ch-7_vapour_phase_refining,gpt-5.6-terra,french-english,French,english,ALL,6,49.666666666666664
ch-7_vapour_phase_refining,gpt-5.6-terra,french-english,French,english,CONCEPT,2,71
ch-7_vapour_phase_refining,gpt-5.6-terra,french-english,French,english,EXAMPLE,2,51
ch-7_vapour_phase_refining,gpt-5.6-terra,french-english,French,english,STUDY_SUPPORT,1,28
ch-7_vapour_phase_refining,gpt-5.6-terra,french-english,French,english,CAVEAT,1,26
ch-7_vapour_phase_refining,grok-4.3,french-english,French,english,ALL,3,74.33333333333333
ch-7_vapour_phase_refining,grok-4.3,french-english,French,english,CONCEPT,1,113
ch-7_vapour_phase_refining,grok-4.3,french-english,French,english,EXAMPLE,2,55
ch-7_vapour_phase_refining,llama-4-maverick,french-english,French,english,ALL,2,151
ch-7_vapour_phase_refining,llama-4-maverick,french-english,French,english,CONCEPT,1,189
ch-7_vapour_phase_refining,llama-4-maverick,french-english,French,english,EXAMPLE,1,113
ch-7_vapour_phase_refining,claude-sonnet-5,french-native,French,native,ALL,6,52.166666666666664
ch-7_vapour_phase_refining,claude-sonnet-5,french-native,French,native,CONCEPT,3,43.666666666666664
ch-7_vapour_phase_refining,claude-sonnet-5,french-native,French,native,EXAMPLE,1,90
ch-7_vapour_phase_refining,claude-sonnet-5,french-native,French,native,ANALOGY,1,51
ch-7_vapour_phase_refining,claude-sonnet-5,french-native,French,native,CAVEAT,1,41
ch-7_vapour_phase_refining,gemini-3.8-flash,french-native,French,native,ALL,5,102.2
ch-7_vapour_phase_refining,gemini-3.8-flash,french-native,French,native,CONCEPT,1,182
ch-7_vapour_phase_refining,gemini-3.8-flash,french-native,French,native,EXAMPLE,2,71.5
ch-7_vapour_phase_refining,gemini-3.8-flash,french-native,French,native,ANALOGY,1,132
ch-7_vapour_phase_refining,gemini-3.8-flash,french-native,French,native,STUDY_SUPPORT,1,54
ch-7_vapour_phase_refining,gpt-5.6-terra,french-native,French,native,ALL,5,64
ch-7_vapour_phase_refining,gpt-5.6-terra,french-native,French,native,CONCEPT,1,66
ch-7_vapour_phase_refining,gpt-5.6-terra,french-native,French,native,EXAMPLE,2,63
ch-7_vapour_phase_refining,gpt-5.6-terra,french-native,French,native,PROCEDURE,1,77
ch-7_vapour_phase_refining,gpt-5.6-terra,french-native,French,native,STUDY_SUPPORT,1,51
ch-7_vapour_phase_refining,grok-4.3,french-native,French,native,ALL,5,70
ch-7_vapour_phase_refining,grok-4.3,french-native,French,native,CONCEPT,2,62.5
ch-7_vapour_phase_refining,grok-4.3,french-native,French,native,EXAMPLE,1,126
ch-7_vapour_phase_refining,grok-4.3,french-native,French,native,ANALOGY,1,38
ch-7_vapour_phase_refining,grok-4.3,french-native,French,native,STUDY_SUPPORT,1,61
ch-7_vapour_phase_refining,claude-sonnet-5,hindi-english,Hindi,english,ALL,6,64.5
ch-7_vapour_phase_refining,claude-sonnet-5,hindi-english,Hindi,english,CONCEPT,1,112
ch-7_vapour_phase_refining,claude-sonnet-5,hindi-english,Hindi,english,EXAMPLE,2,93
ch-7_vapour_phase_refining,claude-sonnet-5,hindi-english,Hindi,english,ANALOGY,1,32
ch-7_vapour_phase_refining,claude-sonnet-5,hindi-english,Hindi,english,STUDY_SUPPORT,2,28.5
ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-english,Hindi,english,ALL,4,115.75
ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-english,Hindi,english,CONCEPT,1,193
ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-english,Hindi,english,EXAMPLE,2,100.5
ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-english,Hindi,english,ANALOGY,1,69
ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-english,Hindi,english,ALL,4,94.25
ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-english,Hindi,english,CONCEPT,1,110
ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-english,Hindi,english,EXAMPLE,2,99
ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-english,Hindi,english,STUDY_SUPPORT,1,69
ch-7_vapour_phase_refining,grok-4.3,hindi-english,Hindi,english,ALL,6,57.5
ch-7_vapour_phase_refining,grok-4.3,hindi-english,Hindi,english,CONCEPT,2,52
ch-7_vapour_phase_refining,grok-4.3,hindi-english,Hindi,english,EXAMPLE,2,44
ch-7_vapour_phase_refining,grok-4.3,hindi-english,Hindi,english,PROCEDURE,1,116
ch-7_vapour_phase_refining,grok-4.3,hindi-english,Hindi,english,CAVEAT,1,37
ch-7_vapour_phase_refining,llama-4-maverick,hindi-english,Hindi,english,ALL,3,83.66666666666667
ch-7_vapour_phase_refining,llama-4-maverick,hindi-english,Hindi,english,CONCEPT,1,169
ch-7_vapour_phase_refining,llama-4-maverick,hindi-english,Hindi,english,EXAMPLE,2,41
ch-7_vapour_phase_refining,claude-sonnet-5,hindi-native,Hindi,native,ALL,6,44.833333333333336
ch-7_vapour_phase_refining,claude-sonnet-5,hindi-native,Hindi,native,CONCEPT,2,36
ch-7_vapour_phase_refining,claude-sonnet-5,hindi-native,Hindi,native,EXAMPLE,2,60.5
ch-7_vapour_phase_refining,claude-sonnet-5,hindi-native,Hindi,native,ANALOGY,1,45
ch-7_vapour_phase_refining,claude-sonnet-5,hindi-native,Hindi,native,STUDY_SUPPORT,1,31
ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-native,Hindi,native,ALL,7,61.857142857142854
ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-native,Hindi,native,CONCEPT,2,56.5
ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-native,Hindi,native,EXAMPLE,2,80
ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-native,Hindi,native,ANALOGY,1,62
ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-native,Hindi,native,PROCEDURE,1,81
ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-native,Hindi,native,STUDY_SUPPORT,1,17
ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-native,Hindi,native,ALL,7,70.42857142857143
ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-native,Hindi,native,CONCEPT,1,120
ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-native,Hindi,native,EXAMPLE,2,96.5
ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-native,Hindi,native,ANALOGY,1,74
ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-native,Hindi,native,PROCEDURE,1,54
ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-native,Hindi,native,STUDY_SUPPORT,2,26
ch-7_vapour_phase_refining,grok-4.3,hindi-native,Hindi,native,ALL,4,70.25
ch-7_vapour_phase_refining,grok-4.3,hindi-native,Hindi,native,CONCEPT,1,64
ch-7_vapour_phase_refining,grok-4.3,hindi-native,Hindi,native,EXAMPLE,2,84
ch-7_vapour_phase_refining,grok-4.3,hindi-native,Hindi,native,STUDY_SUPPORT,1,49
ch-7_vapour_phase_refining,llama-4-maverick,hindi-native,Hindi,native,ALL,6,54
ch-7_vapour_phase_refining,llama-4-maverick,hindi-native,Hindi,native,CONCEPT,2,50.5
ch-7_vapour_phase_refining,llama-4-maverick,hindi-native,Hindi,native,EXAMPLE,2,31
ch-7_vapour_phase_refining,llama-4-maverick,hindi-native,Hindi,native,PROCEDURE,1,99
ch-7_vapour_phase_refining,llama-4-maverick,hindi-native,Hindi,native,STUDY_SUPPORT,1,62
ch-7_vapour_phase_refining,claude-sonnet-5,tamil-english,Tamil,english,ALL,4,63.25
ch-7_vapour_phase_refining,claude-sonnet-5,tamil-english,Tamil,english,CONCEPT,1,79
ch-7_vapour_phase_refining,claude-sonnet-5,tamil-english,Tamil,english,EXAMPLE,2,60
ch-7_vapour_phase_refining,claude-sonnet-5,tamil-english,Tamil,english,STUDY_SUPPORT,1,54
ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-english,Tamil,english,ALL,4,79.25
ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-english,Tamil,english,CONCEPT,1,98
ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-english,Tamil,english,EXAMPLE,2,97
ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-english,Tamil,english,STUDY_SUPPORT,1,25
ch-7_vapour_phase_refining,gpt-5.6-terra,tamil-english,Tamil,english,ALL,4,61.25
ch-7_vapour_phase_refining,gpt-5.6-terra,tamil-english,Tamil,english,CONCEPT,1,71
ch-7_vapour_phase_refining,gpt-5.6-terra,tamil-english,Tamil,english,EXAMPLE,2,64
ch-7_vapour_phase_refining,gpt-5.6-terra,tamil-english,Tamil,english,STUDY_SUPPORT,1,46
ch-7_vapour_phase_refining,grok-4.3,tamil-english,Tamil,english,ALL,5,33.2
ch-7_vapour_phase_refining,grok-4.3,tamil-english,Tamil,english,CONCEPT,1,50
ch-7_vapour_phase_refining,grok-4.3,tamil-english,Tamil,english,EXAMPLE,2,17.5
ch-7_vapour_phase_refining,grok-4.3,tamil-english,Tamil,english,PROCEDURE,1,59
ch-7_vapour_phase_refining,grok-4.3,tamil-english,Tamil,english,CAVEAT,1,22
ch-7_vapour_phase_refining,llama-4-maverick,tamil-english,Tamil,english,ALL,4,35.5
ch-7_vapour_phase_refining,llama-4-maverick,tamil-english,Tamil,english,CONCEPT,1,48
ch-7_vapour_phase_refining,llama-4-maverick,tamil-english,Tamil,english,EXAMPLE,2,31
ch-7_vapour_phase_refining,llama-4-maverick,tamil-english,Tamil,english,STUDY_SUPPORT,1,32
ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-native,Tamil,native,ALL,5,62.4
ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-native,Tamil,native,CONCEPT,1,103
ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-native,Tamil,native,EXAMPLE,2,73
ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-native,Tamil,native,ANALOGY,1,37
ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-native,Tamil,native,STUDY_SUPPORT,1,26
ch-7_vapour_phase_refining,grok-4.3,tamil-native,Tamil,native,ALL,5,42.8
ch-7_vapour_phase_refining,grok-4.3,tamil-native,Tamil,native,CONCEPT,2,35.5
ch-7_vapour_phase_refining,grok-4.3,tamil-native,Tamil,native,EXAMPLE,2,59.5
ch-7_vapour_phase_refining,grok-4.3,tamil-native,Tamil,native,STUDY_SUPPORT,1,24
