source,topic,model,condition,language,old_relevance,new_relevance,old_units,new_units,old_errors,new_errors,new_ambiguities,old_reason,new_reason,old_report,new_report,delta_units
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\french-native\llama-4-maverick__b0825592b0d7.json,ch-3_mole_concept,llama-4-maverick,french-native,French,on_topic,on_topic,7,8,1,1,3,"The entire response is dedicated to explaining the mole concept in chemistry, including its definition, purpose, analogy with everyday counting, molar mass, and practical utility.","The response directly and comprehensively explains the mole concept, including what a mole is, why it is needed, molar mass, and its chemical applications.",../../../ch-3_mole_concept/french-native/evaluation/llama-4-maverick__b0825592b0d7/results.md,../ch-3_mole_concept/french-native/llama-4-maverick__b0825592b0d7/results.md,1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\hindi-english\claude-sonnet-5__c7b61483c875.json,ch-3_mole_concept,claude-sonnet-5,hindi-english,Hindi,on_topic,on_topic,9,9,0,0,4,"The response provides a comprehensive and accurate introductory explanation of the mole concept in Hindi, covering Avogadro's number, molar mass, calculation formulas, molar volume of gases at STP, and the importance of the concept.","The explanation directly and comprehensively covers the requested topic of the mole concept, explaining what a mole is, Avogadro's number, molar mass, the calculation formula, molar volume at STP, and practical significance.",../../../ch-3_mole_concept/hindi-english/evaluation/claude-sonnet-5__c7b61483c875/results.md,../ch-3_mole_concept/hindi-english/claude-sonnet-5__c7b61483c875/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\hindi-english\gemini-3.8-flash__3231b7c53740.json,ch-3_mole_concept,gemini-3.8-flash,hindi-english,Hindi,on_topic,on_topic,12,6,0,0,2,"The response comprehensively explains the mole concept in Hindi, including its definition via counting analogies (dozen and pair), Avogadro's number, molar mass, conversion formulas, a worked numerical example, and a summary.","The explanation directly and comprehensively teaches the mole concept, explaining its definition through an everyday counting analogy, Avogadro's number, molar mass, operational formulas for calculating moles, and a worked numerical example.",../../../ch-3_mole_concept/hindi-english/evaluation/gemini-3.8-flash__3231b7c53740/results.md,../ch-3_mole_concept/hindi-english/gemini-3.8-flash__3231b7c53740/results.md,-6
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\hindi-english\gpt-5.6-terra__b87572016787.json,ch-3_mole_concept,gpt-5.6-terra,hindi-english,Hindi,on_topic,on_topic,24,17,0,0,2,"The entire response is dedicated to explaining the mole concept in Hindi, covering fundamental definitions, counting analogies, molar mass, calculation formulas, molar volume at STP, stoichiometry, and practical examples.","The response clearly and comprehensively explains the mole concept in chemistry, including Avogadro's number, molar mass, conversion formulas, molar volume at STP, and stoichiometric applications.",../../../ch-3_mole_concept/hindi-english/evaluation/gpt-5.6-terra__b87572016787/results.md,../ch-3_mole_concept/hindi-english/gpt-5.6-terra__b87572016787/results.md,-7
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\hindi-english\grok-4.3__71019d352927.json,ch-3_mole_concept,grok-4.3,hindi-english,Hindi,on_topic,on_topic,10,10,0,0,4,"The text accurately and comprehensively explains the mole concept in chemistry, covering introductory analogies, formal definitions, molar mass, formulas, worked examples, summary points, and practice problems.","The response directly and thoroughly explains the mole concept, defining the mole, Avogadro's number, molar mass, calculation formulas, and providing worked examples and practice problems in Hindi.",../../../ch-3_mole_concept/hindi-english/evaluation/grok-4.3__71019d352927/results.md,../ch-3_mole_concept/hindi-english/grok-4.3__71019d352927/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\hindi-english\llama-4-maverick__233e55523507.json,ch-3_mole_concept,llama-4-maverick,hindi-english,Hindi,on_topic,on_topic,6,6,0,0,4,"The response clearly and accurately explains the mole concept in Hindi, addressing fundamental prerequisites (atoms and molecules), definition of a mole, Avogadro's constant, molar mass, and key applications.","The text explains the fundamental definition of the mole, Avogadro's number, molar mass with an example, and its applications in chemical reactions.",../../../ch-3_mole_concept/hindi-english/evaluation/llama-4-maverick__233e55523507/results.md,../ch-3_mole_concept/hindi-english/llama-4-maverick__233e55523507/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\hindi-native\claude-sonnet-5__420f3c90d17c.json,ch-3_mole_concept,claude-sonnet-5,hindi-native,Hindi,on_topic,on_topic,7,6,0,0,3,"The response provides a clear, comprehensive, and accurate explanation of the mole concept in Hindi, covering the motivation behind the mole, Avogadro's number, molar mass, calculation formulas, a worked example, and a memory aid.","The text directly explains the mole concept, Avogadro's number, its relation to mass and particles, provides key calculation formulas, and works through an example problem.",../../../ch-3_mole_concept/hindi-native/evaluation/claude-sonnet-5__420f3c90d17c/results.md,../ch-3_mole_concept/hindi-native/claude-sonnet-5__420f3c90d17c/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\hindi-native\gemini-3.8-flash__e365ea8a7f5b.json,ch-3_mole_concept,gemini-3.8-flash,hindi-native,Hindi,on_topic,on_topic,12,6,0,0,3,"The entire response directly and accurately explains the mole concept in chemistry, including Avogadro's number, molar mass, and formula-based calculations, using pedagogical analogies and examples suited for high school students.","The text explains the mole concept comprehensively, introducing it through an analogy, defining Avogadro's number, relating moles to molar mass, and providing a worked formula calculation.",../../../ch-3_mole_concept/hindi-native/evaluation/gemini-3.8-flash__e365ea8a7f5b/results.md,../ch-3_mole_concept/hindi-native/gemini-3.8-flash__e365ea8a7f5b/results.md,-6
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\hindi-native\gpt-5.6-terra__9efcff44a8a2.json,ch-3_mole_concept,gpt-5.6-terra,hindi-native,Hindi,on_topic,on_topic,17,17,0,0,3,"The response comprehensively explains the mole concept, Avogadro's number, molar mass, molar volume of gases at STP, and formulas with solved examples in Hindi as requested.","The text directly and comprehensively explains the mole concept, Avogadro's number, molar mass, conversions between mass, particles, and volume, with supporting examples and summary tables.",../../../ch-3_mole_concept/hindi-native/evaluation/gpt-5.6-terra__9efcff44a8a2/results.md,../ch-3_mole_concept/hindi-native/gpt-5.6-terra__9efcff44a8a2/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\hindi-native\grok-4.3__9338feb8d817.json,ch-3_mole_concept,grok-4.3,hindi-native,Hindi,on_topic,on_topic,11,7,0,0,2,"The text directly and comprehensively explains the mole concept, Avogadro's number, molar mass, and its application in stoichiometry for high school chemistry.","The text directly and comprehensively explains the mole concept, including Avogadro's number, the relationship between atomic mass and molar mass, and practical stoichiometric calculations.",../../../ch-3_mole_concept/hindi-native/evaluation/grok-4.3__9338feb8d817/results.md,../ch-3_mole_concept/hindi-native/grok-4.3__9338feb8d817/results.md,-4
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\hindi-native\llama-4-maverick__3f9a0bbef076.json,ch-3_mole_concept,llama-4-maverick,hindi-native,Hindi,on_topic,on_topic,5,4,0,1,3,"The response clearly and accurately explains the mole concept in Hindi, covering its definition, Avogadro's number, its importance in chemistry, and a worked example calculation.","The explanation directly addresses the mole concept by explaining what a mole is, introducing Avogadro's number, outlining the importance of the concept in chemistry, and walking through a sample calculation with carbon.",../../../ch-3_mole_concept/hindi-native/evaluation/llama-4-maverick__3f9a0bbef076/results.md,../ch-3_mole_concept/hindi-native/llama-4-maverick__3f9a0bbef076/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\tamil-english\claude-sonnet-5__f241d3c0fb37.json,ch-3_mole_concept,claude-sonnet-5,tamil-english,Tamil,on_topic,on_topic,10,8,0,0,2,"The response provides a comprehensive and accurate high-school level explanation of the mole concept in Tamil, covering the definition of a mole, Avogadro's number, molar mass, the mole formula with a worked example, mole relationships (particles, mass, volume at STP), a mole triangle summary diagram, key takeaways, and a practice problem.","The explanation directly teaches the mole concept in chemistry, including Avogadro's number, molar mass, conversion formulas, molar volume at STP, and practice calculations.",../../../ch-3_mole_concept/tamil-english/evaluation/claude-sonnet-5__f241d3c0fb37/results.md,../ch-3_mole_concept/tamil-english/claude-sonnet-5__f241d3c0fb37/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\tamil-english\gemini-3.8-flash__d064842c650a.json,ch-3_mole_concept,gemini-3.8-flash,tamil-english,Tamil,on_topic,on_topic,8,6,0,1,2,"The response provides a comprehensive and accurate high-school level explanation of the mole concept in Tamil, covering everyday analogies, definition and Avogadro's number, molar mass, calculation formulas, and a worked example.","The explanation directly and accurately addresses the mole concept, defining the mole, explaining Avogadro's number, relating mass to moles, providing key calculation formulas, and working through an illustrative problem.",../../../ch-3_mole_concept/tamil-english/evaluation/gemini-3.8-flash__d064842c650a/results.md,../ch-3_mole_concept/tamil-english/gemini-3.8-flash__d064842c650a/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\tamil-english\gpt-5.6-terra__6ad8ac8da58c.json,ch-3_mole_concept,gpt-5.6-terra,tamil-english,Tamil,on_topic,on_topic,18,9,0,0,3,"The explanation covers the mole concept in chemistry, including Avogadro's number, molar mass, conversion formulas between mass, moles, particle counts, and molar gas volume at STP, with worked examples.","The text directly and accurately explains the mole concept, Avogadro's number, molar mass, and molar volume at STP, complete with conversion formulas and worked numerical examples.",../../../ch-3_mole_concept/tamil-english/evaluation/gpt-5.6-terra__6ad8ac8da58c/results.md,../ch-3_mole_concept/tamil-english/gpt-5.6-terra__6ad8ac8da58c/results.md,-9
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\tamil-english\grok-4.3__0041b70a0be2.json,ch-3_mole_concept,grok-4.3,tamil-english,Tamil,on_topic,on_topic,11,9,0,0,3,"The response comprehensively explains the mole concept, Avogadro's constant, molar mass, and practical calculations of moles with examples in Tamil as requested.","The explanation directly addresses the requested topic by defining the mole and Avogadro's number, explaining why the mole is used, defining molar mass with examples, and demonstrating mole calculations with worked problems.",../../../ch-3_mole_concept/tamil-english/evaluation/grok-4.3__0041b70a0be2/results.md,../ch-3_mole_concept/tamil-english/grok-4.3__0041b70a0be2/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-3_mole_concept\tamil-english\llama-4-maverick__52e291c81dac.json,ch-3_mole_concept,llama-4-maverick,tamil-english,Tamil,on_topic,on_topic,5,4,0,0,1,"The response clearly and accurately explains the mole concept in Tamil, covering its definition, Avogadro's number, reaction stoichiometry, and molar mass.","The explanation clearly defines the mole, Avogadro's number, illustrates mole ratios in a chemical equation, and explains molar mass.",../../../ch-3_mole_concept/tamil-english/evaluation/llama-4-maverick__52e291c81dac/results.md,../ch-3_mole_concept/tamil-english/llama-4-maverick__52e291c81dac/results.md,-1
